,pub_date,original_title,foreign_title,english_title,author,original_abstract,english_abstract,url
20,2020.05,코로나19가 한육우 시장 및 한육우 농가인력수요에 미치는 영향분석,,An Analysis of the Impact of Coronavirus Disease (COVID-19) on the Korean Beef Cattle Market and Farm Labor Demand for Korean Beef Cattle,김인석(전남대학교),"The Coronavirus disease (COVID-19), first identified in China in December 2019, has widely spread worldwide and is an ongoing pandemic. It is expected that the ripple effect of COVID-19 on the global economy including the agricultural sector will increase substantially if not properly controlled shortly. This study examines the potential impact of COVID-19 on the Korean beef cattle sector and farm labor demand for Korean beef cattle using a dynamic partial equilibrium model. The agricultural production value and farm labor demand for Korean beef cattle in the scenario assuming pessimistic GDP growth rate (-1.2% in 2020) with no direct supply shocks fell by up to 4.00% and 0.67%, respectively, compared to the baseline which represents the future without COVID-19 outbreak. On the other hand, the agricultural production value and farm labor demand for Korean beef cattle in the scenario assuming both pessimistic GDP growth rate and supply shocks (-12.7% beef imports and + 2.4% feed cost in 2020) increased by up to 12.08% and 1.99%, respectively, compared to the baseline.","The Coronavirus disease (COVID-19), first identified in China in December 2019, has widely spread worldwide and is an ongoing pandemic. It is expected that the ripple effect of COVID-19 on the global economy including the agricultural sector will increase substantially if not properly controlled shortly. This study examines the potential impact of COVID-19 on the Korean beef cattle sector and farm labor demand for Korean beef cattle using a dynamic partial equilibrium model. The agricultural production value and farm labor demand for Korean beef cattle in the scenario assuming pessimistic GDP growth rate (-1.2% in 2020) with no direct supply shocks fell by up to 4.00% and 0.67%, respectively, compared to the baseline which represents the future without COVID-19 outbreak. On the other hand, the agricultural production value and farm labor demand for Korean beef cattle in the scenario assuming both pessimistic GDP growth rate and supply shocks (-12.7% beef imports and + 2.4% feed cost in 2020) increased by up to 12.08% and 1.99%, respectively, compared to the baseline.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002591508
21,2020.05,코로나 19 사태로 본 지방자치단체의 위기관리와 리더십 : 경기도를 중심으로,Crisis Management and Leadership of the Local Government in the COVID-19 Disaster : A Case Study of Gyeonggi Province,Crisis Management and Leadership of the Local Government in the COVID-19 Disaster : A Case Study of Gyeonggi Province,손웅비(차세대융합기술연구원),"본 연구는 우리 사회의 공동체를 지키기 위한 위기대응 및 재난관리의 이론과 사례 분석을 통해 해당 분야의 속성·유형·특징 등을 찾아내고 분석하고자 하는 목적을 가지고 있다. 사례 연구 및 내용분석을 통해 위기대응 관리시스템과 리더십에 대한 탐색적 연구를 진행함을 목적으로 한다. 경기도의 코로나 19 대응에 대해 시계열적·이벤트적 분석을 함께 진행하여 지방자치단체의 위기대응에 대한 함의를 찾고자 한다.
연구 결과, 경기도는 1) 지원체계정비, 2) 총력전 준비, 3) 감염원에 대한 강력대응, 4) 전방위적 지원체계 수립이라는단계적 준비와 대응을 통해 효율적인 재난관리 시스템을 가동하였다. 또한 도지사의 강한 리더십을 기반으로 이슈의 선점효과를 불러 일으켰다. 이를 통해 ‘신천지 행정조사’, ‘재난기본소득’의 지급이라는 전국적인 반향을 이끌어 내었다.
본 연구에서 사례연구로 삼았던 경기도의 경우 구성원들의 막대한 물적·심적 피해가 있었다. 이를 극복하기 위한 전체도민의 자발적 참여로 이루어진 ‘사회적 거리두기’, 의료인과 질병관리본부가 중심이 된 효율적 검역 및 의료 시스템 가동, 선제적인 정책적 대응, 도지사의 정치적 리더십을 통한 재난상황에서의 이슈 선점과 선제 조치 등이 잇따르고 있다.
향후 감염병 재난사태가 어느 정도 정리가 된다면, 총체적인 대응을 통해 회복력(resilience)있는 지속가능한(sustainable) 경기도의 재생을 위한 통합적 노력이 뒤따라야 한다. 피해 상황에 대한 물리적 복원과 함께 무너진 경제의 회복, 감염병의감염원을 발본색원하는 의료적 조치, 그리고 허물어진 공동체와 구성원의 마음을 회복시키는 사회적 통합이 필수적이다.","The purposes of this research are to find and analyze the attributes, types, and characteristics of crisis response and disaster management through the theory and case analysis of crisis response to protect the community of our society. It conducts an exploratory case study of the crisis response management system and leadership through content analysis. This study intends to seek the implications of local governance by conducting time-series and event analysis together with Gyeonggi Province’s COVID 19 response. As a result, Gyeonggi Province Launched an effective disaster management system through staged preparation and response: 1) preparation support system, 2) preparation for total care system, 3) strong response to source of infection, and 4) establishment of a total support system. Based on the strong leadership of Governor Lee, it provoked the preemptive effect of issues. The nationwide response to the “SinCheonji(신천지) Administrative Inspection” and “Disaster Basic Income for Residents” was paid.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002592606
22,2020.05,코로나 19가 준 깨달음,,editor,최명민(백석대학교),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002625720
23,2020.05,코로나19의 정치경제와 위기의 신자유주의,,Political Economy of Corona 19 and Neo-liberalism of Crisis,이상만(경남대학교),"코로나19 확산은 ‘블랙 스완(Black Swan)’처럼 기존의 상식으로는 예측되지 못하는 상황이 되었다. ‘포스트 코로나 시대’는 여러 방면에서 많은 시사점과 전망을 남길 걸이다. 코로나19 팬데믹은 글로벌 사회를 크게 변화시킬 것이며, 아마도 인류에게 다가올 위험사회를 보다 깊이 성찰하는 계기를 제공하며, 국제경제질서와 국가 거버넌스, 그리고 국제관계에까지 심대한 영향을 미칠 것이다. 새로운 코로나바이러스(COVID-19) 펜데믹은 정치적인 특징과 경제적 특징을 모두 가지고 있기 때문에 지정학에 중요한 영향을 미칠 것이다. 한국의 민주적 방식과 중국의 전체주의적 방식이 모두 진행되고 있는 상황에서 시장실패에 따른 정부의 역할 변화까지 고려해야할 시기이다. 소비수요가 활력을 상실해가고 있는 가운데 인위적인 정부의 재정과 통화방면의 양적완화는 시장보다는 정부가 선택할 수 있는 최선인 것이다. 경제민족주의와 미중간의 패권경쟁은 탈동조화 경향을 보일 것이다. 또한 코로나-19 전염병이 전 세계로 확산되는 것은 포스트 냉전시기 무역과 금융의 자유화로 대변되는 신자유주의적 패러다임에 의한 세계화를 재정의해야 할 것이다.","The spread of Corona 19 has become an unpredictable situation with conventional common sense, such as ""Black Swan."" The Post Corona Era will leave many implications and prospects in many ways. Corona19 Pandemics will greatly change the global society, perhaps providing an opportunity to reflect more deeply on the coming dangerous society for mankind, and have a profound impact on international economic order, national governance and international relations. The new coronavirus(COVID-19) Pandemics will have an important impact on geopolitics because it has both political and economic features. It is time to consider even the change in the role of the government due to market failure at a time when both Korea's democratic and China's totalitarian models are under way. Amid consumer demand losing steam, the government's fiscal and monetary quantitative easing is the best choice for the government rather than the market. Economic nationalism and the hegemonic rivalry between the U.S. and China will show a trend of de-coupling. Also, the spread of the Corona-19 epidemic around the world will have to redefine globalization by a neo-liberal paradigm represented by post-Cold War trade and financial liberalization.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002591715
24,2020.05,코로나바이러스감염증-19 감염병 관리에 있어서 대구광역시의사회의 역할,Role of Daegu Medical Association in the infection control of the COVID-19 outbreak,Role of Daegu Medical Association in the infection control of the COVID-19 outbreak,김대현(계명대학교),"In the mass outbreak of the 2019 novel coronavirus disease pandemic, the Daegu Medical Association managed to control and reduce the number of victims in Daegu successfully. More than 6,000 people were diagnosed in this city within a four-week period, and both medical system breakdown and increasing mortality were imminent. However, we minimized fatalities despite this explosive outbreak in a short time. The collaboration between the Daegu Medical Association and the local government may provide a reference model for overcoming regional outbreaks in the global pandemic era. We can prevent the shortage of medical resources by recruiting volunteer doctors and nurses early through public awareness campaigns. We can overcome the first massive outbreak using several new diagnostic and therapeutic systems such as the drive-through diagnosis system, telephonic counseling for self-quarantine patients by volunteer doctors, and therapeutic living centers. Both sharing the process of collaboration with the public system and summarizing the factors can provide useful information for building effective response systems to cope with the ongoing local outbreak of COVID-19 and any future epidemics of infectious diseases.","In the mass outbreak of the 2019 novel coronavirus disease pandemic, the Daegu Medical Association managed to control and reduce the number of victims in Daegu successfully. More than 6,000 people were diagnosed in this city within a four-week period, and both medical system breakdown and increasing mortality were imminent. However, we minimized fatalities despite this explosive outbreak in a short time. The collaboration between the Daegu Medical Association and the local government may provide a reference model for overcoming regional outbreaks in the global pandemic era. We can prevent the shortage of medical resources by recruiting volunteer doctors and nurses early through public awareness campaigns. We can overcome the first massive outbreak using several new diagnostic and therapeutic systems such as the drive-through diagnosis system, telephonic counseling for self-quarantine patients by volunteer doctors, and therapeutic living centers. Both sharing the process of collaboration with the public system and summarizing the factors can provide useful information for building effective response systems to cope with the ongoing local outbreak of COVID-19 and any future epidemics of infectious diseases.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002587000
25,2020.05,코로나19 사태에서의 미디어 영상예배를 위한 실천신학적 방법론 - 헬무트 쉬비어(Helmut Schwier) 중심으로 -,Practical Theology-based Methodology for Video Media Worship in Corona19 Crisis  –Centering on Helmut Schwier-,Practical Theology-based Methodology for Video Media Worship in Corona19 Crisis  –Centering on Helmut Schwier-,윤성민(강남대학교),"코로나19 사태에서 한국교회는 공식 예배로 모이지 못하게 되었다. 이 전염병은 밀폐된 공간에서 밀접 접촉으로 전염되는데 그 전염력이 무척 높다. 이런 상황에서 한국교회는 미디어를 통한 영상 예배를 제작하게 되었는데, 매체미학에 관한 이해 없이 예배와 설교를 바로 송출하였다. 독일에서도 방송 예배에 관한 논쟁이 있었다. 방송 예배는 선교적 관점에서 의미가 있다. 하이델베르크 대학의 헬무트 쉬비어는 방송 예배에 대한 새로운 방법론으로 시청자와 복음의 커뮤니케이션을 가능하게 하였다. 일단, 방송의 서론 부분을 일반 예배와는 다르게 시청자의 이목을 끌 수 있는 그 무엇인가를 추가하는 것이 효과적이다. 그리고 교회의 내부 장식을 매체미학적으로 촬영하여 설교 이외의 또 다른 신학적 의미로 시청자에게 전달할 수 있어야 한다. 그리고 코로나19 사태와 같은 전염병이 확산할 때에는 영상 예배뿐만 아니라 소셜미디어도 함께 사용해서 평신도들이 주중에도 성서를 묵상할 수 있도록 돕는 것이 좋다. 이제는 방송 예배와 유튜브를 통한 예배도 교회의 책임감 있는 공익성을 생각하면서 시청자와 소통해야 한다. 그리고 영상의 마지막 부분에는 교회가 이런 사태를 막고 어려운 이웃을 돕고 있는 현장을 영상으로 짧게나마 보여줌으로써 비기독교인에게도 감동을 줄 수 있다. 에른스트 랑게의 복음의 커뮤니케이션은 결국 회중과의 소통을 통해서 이루어진다. 그리고 그 메시지를 듣는 사람은 또 다른 증언과 삶으로 사회 안에서 복음의 소통을 이루어야 한다. 방송예배는 이런 소통이 일어날 때 완성된다. 하지만 미디어를 통한 예배는 교회의 진정한 코이노니아를 대신할 수 없다. 코로나19 상황에서 방송 예배를 송출해도 이점을 잊어서는 안 된다. 이점들을 고려하면서 또다시 다가올 코로나19의 2차 파동이나 X-이벤트에서의 교회의 영상 예배를 계속해서 개발하고 예배신학적으로 검토되어야 한다.","Under Covid-19 crisis, Korean Christians are prohibited to gather at the churches for Sunday service. This contagious disease infects people in close contact in a confined space. The infectivity is higher than other viruses. In this situation, Korean churches manufactured media videos for worship. However, worship and sermon were transmitted directly, without understanding media aesthetics. German churches have had a lot of debates over broadcast worship. Broadcast worship has a significance from the missionary point of view. Helmut Schwier in Heidelberg University enabled communication between viewer and gospel as a new methodology for broadcast Sunday service. First of all, it is better to manufacture ‘Introduction’ part in broadcast worship differently from the ordinary worships and add something to attract viewer’s attention. It is also better to shoot the interior decorations of a church in media aesthetics-based ways. This can be perceived by the viewers in theological senses other than sermon. When the contagious disease spreads like in Covid-19 crisis, it is effective to use social media as well as video worship and help ordinary believers mediate on the Bible on weekdays as well. Now, both broadcast worship and normal worship on Youtube should share communication with viewers about gospel, considering church’s responsible public utility. And in final part of video, we should show that churches prevent such crisis and help neighbors in need, briefly, to move non-Christians. But media worship cannot replace church’s true koinonia. Considering this, we should continue to develop church’s media worship and spread it in a healthy way toward theological worship in the event of upcoming second crisis of Covid-19 or spread of contagious disease.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002589606
26,2020.05,코로나19에 의한 노인 운동행동 변화 사례 연구,,A Case Study of Changes in the Exercise Behavior of the Elderly by COVID-19,권오정(건국대학교 미래지식교육원),"목적: 본 연구는 코로나19에 의한 노인 운동행동 변화를 탐색하는 데 목적이 있다. 방법: 이를 위해 서울 및 경 기권에 거주하며 운동경력이 3년 이상인 60세 이상 남녀 노인 70명을 선정하였다. 온라인을 활용한 개방형질문지 와 심층면담을 통해 코로나19로 인해 체험한 운동행동 변화 사례를 탐색하였다. 수집된 자료는 귀납적 내용분석 을 통해 범주화하였으며, 범주화된 각 주제는 연역적 전개를 통하여 구체화하였다. 결과: 원자료의 귀납적 내용분 석 결과, 운동패턴의 변화, 운동 제약 강화, 운동 불안감 증폭, 운동 포기의 4개 상위범주와 8개의 하위범주가 도 출되었다. 범주화 결과를 토대로 진행한 심층면담 결과, 코로나19로 인해 운동 종류나 운동 패턴 등 기존의 운동 방법 변화를 체험하였으며, 마스크 착용이나 사회적 거리 두기, 야외활동 자제 등의 사회적 지침에 의한 운동 제 약, 노인 사망률이 높았던 코로나19의 메스컴 보도 등으로 인한 운동 불안감 증폭, 그리고 기초적인 활동량과 의 도가 줄어듦으로 인한 운동 포기 등을 체험하였다. 결론: 코로나19 사태에 따라 온라인 학습 활성화, 사회적 거리 두기 등 여러 국책이 발표되고 있고, 이는 노인 뿐 아니라 전 계층의 운동행동과 운동참여에도 영향을 미칠 것이 다. 추후 체육학계에서는 이러한 사회적 현상과 변화에 대비한 지속적 탐색과 관심이 요구된다.","Purpose: The purpose of this study is to investigate changes in movement behavior of the elderly due to the COVID-19 incident. Methods: To this end, 70 men and women aged 60 and older who reside in Seoul and Gyeonggi Province and have at least 3 years of athletic experience were selected. Through the open questionnaire and in-depth interview using online, the case of movement behavior change experienced by COVID-19 was explored. The collected data were categorized through inductive content analysis, and each categorized theme was specified through deductive development. Results: As a result, 4 major topics and 8 sub-themes of change in exercise pattern, strengthening exercise constraints, amplifying exercise anxiety, and giving up exercise were derived. As a result of in-depth interviews based on the results of categorization, we experienced changes in existing exercise methods, such as sports events and exercise patterns, due to the COVID-19 events. Experienced amplification of exercise anxiety due to the media reports of COVID-19, which had a high mortality rate for the elderly, and abandonment of exercise due to a decrease in basic activity and intention. Conclusion: According to the situation in COVID-19, several national policies have been announced, such as activation of online learning and social distance, and it is thought that this will affect not only the elderly but also athletic behavior and participation in all classes. In the future, the physical education community needs constant exploration and attention to these social phenomena and changes.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002594478
27,2020.05,코로나19 팬데믹 상황에서 메시지는  어떻게 소통되어야 하는가?* ‒‘격리 중 자기돌봄’과 ‘감염확산방지를 위한  거리두기’라는 표현을 사용하자!‒,How Should Messages be Communicated in  Covid 19 Pandemic?  - Let’s Us the Expressions “Self-caring during Quarantine” and  “Distancing for Preventing the Spread of Infection”! -,How Should Messages be Communicated in  Covid 19 Pandemic?  - Let’s Us the Expressions “Self-caring during Quarantine” and  “Distancing for Preventing the Spread of Infection”! -,강철(서울시립대학교),"상황의 위기는 정보의 위기이다.  왜냐하면 위기는 사건에 대한 정보 의 부족이나 공백을 발생시키기 때문이다. 따라서 그런 결함들을 처리하고 불 확실성을 제거하기 위해서 위기 상황에서는 사회적 메시지가 발화된다. 그러므 로 ‘어떤 메시지가 그리고 어떻게 소통되어야 하는지’는 위기를 극복하는데 있 어서 매우 중요한 요소이다. 현재 인류는 코로나19  팬데믹으로 인해서 경제적 이고, 사회적이고,  심리적인 심각한 위기에 봉착해 있다. 신종 전염병인 코로나 19에는 예방 백신이 없을 뿐더러 치료제를 개발하는 데도 상당한 기간이 소요 될 것으로 예상된다. 그리고 단지 시점이 언제이냐의 문제일 뿐이지 인류는 새 로운 감염병인 이른바 “질병 X”를 겪을 것으로 예상된다. 따라서 본 논문은 이 러한 장기적이고 반복될 수 있는 위기를 극복하기 위한 방안의 일환으로 ‘메시 지의 소통’ 문제를 논의하고자 한다.
코로나19 사태에서 대중이 매일 듣는 가장 중요한 메시지는 ‘사회적 거리두기’ 이다. 그리고 자가격리 대상자에게는 ‘자가격리’라는 메시지가 전달된다. 그런 데 이 두 메시지는 과연 적합한 또는 최선의 메시지인가?  필자는 코로나19  팬 데믹 상황에서 메시지가 갖추어야 할 요건들을 검토한다. 이 요건들에 의거해 서 ‘자가격리’와 ‘사회적 거리두기’라는 메시지를 비판적으로 고찰했을 때에, ‘격리 중 자기돌봄’과 ‘감염확산방지를 위한 거리두기’라는 메시지가 더 바람직 하다.  뿐만 아니라 효과적일 수도 있다고 필자는 주장한다. 코로나19처럼 신종 감염병이 창궐하는 상황에서 사전예방과 사후치료를 위한 의료적 수단이 부재 할 경우에, 사회적 메시지는 최대한 의료적인 성격의 메시지여야 한다.","The  crisis  of  the  situation  is  the  crisis  of  information.  This  is  because  the crisis  creates  a  lack  or  hole  of  information  about  the  event.  Therefore,  in  order to  deal  with  such  defects  and  eliminate  uncertainty,  social  messages  are  uttered in a crisis. Thus, ‘what message and how to communicate’ is a very important factor  in  coping  with  and  overcoming  the  crisis.  Currently,  We  humans  are facing a serious economic, social and psychological emergency due to the Covid19  Pandemic.  It  is  expected  that  it  will  take  considerable  time  to  develop a  cure  for  Covid  19,  but  it  is  only  a  matter  of  time  and  we  are  expected  to experience a new infectious disease called “Disease X”. Therefore, this paper intends  to  discuss  the  communication  problem  of  messages  as  part  of  measures to deal with this long-term and repeatable crisis situation.
In Covid 19 pandemic, the most important message we hear every day is ‘social  distancing’.  In  addition,  ‘self-quarantine’  is  ordered  for  suspected infections.  However,  are  these  two  messages  appropriate  or  best?  In  this  paper, I  review  the  requirements  that  a  message  must  meet  in  covid  19  pandemic situation.  After  critically  considering  the  messages  of  ‘self-quarantine’  and ‘social  distancing’,  I  will  argue  that  the  messages  of  ‘self-caring  during quarantine’  and  ‘distancing  for  preventing  the  spread  of  infection’  can  be  more desirable  and  effective.  When  there  is  no  medical  measures  such  as  vaccines and  treatments,  the  social  message  should  be  a  message  with  the  greatest medical character.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002592276
28,2020.05,코로나 전염병시기 한국 공공보건외교가 중국 여론에 미치는 영향,,The influence of South Korea's public health diplomacy on Chinese public opinion during COVID-19 pandemic,두보(신라대학교),"코로나 전염병(COVID 19)은 2019년말에 대량 발견되어 짧은 기간 안에 중국 전역으로 확산되었다. 2020년 2월 중순에는 중국정부의 강력한 통제로 점차 확산속도가 늦추어지면서 진정세로 돌아섰다. 하지만 코로나 전염병은 한국, 일본, 이란, 심지어 유럽 미주까지 급속도로 번지면서 전세계가 전염병사태(Pandemic)를 맞이하였다. 코로나 전염병은 엄청난 재난으로 많은 나라들이 이를 막기 위해 지금도 많은 노력을 기울이고 있다. 그러면서 일부 나라는 이웃나라에 적극적인 공공보건외교활동을 하고 있으며 대표적으로 제일 먼저 한국이 중국의 전염병사태를 유심히 지켜보면서 적극적인 지원을 해주었다. 문재인 대통령은 “중국의 어려움은 한국의 어려움”이라는 감동적인 발언했고, 이에 맞춰 한국은 중국에 많은 물질적 지원과 정신적 지지로 중국인들을 감동 시켰다. 한국의 이러한 공공보건외교활동은 순식간에 중국 누리꾼 사이에서 화두로 떠올랐다. 본 논문은 한국의 공공보건외교가 중국 여론에 어떠한 영향을 미치는가라는 논제로 전개하였다. 질과 양적인 연구방법을 결합하여 먼저 한국 정부 및 민간의 응원 과 원조를 정리한 후에, Gooseeker로 중국측 코로나 사태 전과 후의 웨이보(Weibo)에서 한국 관련 문장 및 댓글을 데이터마이닝하였다. 그리고 사태 전후의 중국여론을 비교하여 한국 공공보건외교가 중국여론에 미치는 영향을 도출하였다. 연구결과로 한국의 대중국 공공보건외교는 시기적으로 적당하였고 효과적이었다. 한국은 이를 통해 중국에 물질적 지원과 정신적인 응원 메시지를 보내주었으며, 중국이 조속히 코로나전염병을 극복하기를 바라는 마음과 진심을 보여줬다. 또한 이 계기로 양 국가간, 양 국민간의 거리를 한 단계 더 좁힐 수 있었고 중국 국민이 한국에 대한 호감 및 신뢰를 더욱 증진시키는 계기가 되었다.","After the outbreak of COVID-19 infectious disease in China, it quickly spreaded to major provinces and cities in China in early 2020, and was gradually under control after mid-february, but since then, the epidemic gradually broke out in South Korea, Japan, Iran and some other countries in Europe and the United States. The pandemic has caused a huge disaster to human beings. Various countries have taken measures to prevent and resist the virus. Meanwhile, some countries have also carried out active public health diplomatic measures to neighboring countries affected by the virus. From President Jaein Moon's touching remarks to various material and spiritual support, South Korea's public health diplomatic actions have triggered a lot of public opinion in China. Therefore, In order to study the impact of South Korea's public health diplomacy on Chinese public opinion, this paper adopts the method of organic combination of qualitative literature research and quantitative statistical analysis, and firstly sorts out various public health diplomatic actions of the South Korean government and the folk society to assist China. Using Gooseeker, the author selects two periods which are before and during the epidemic in China, and extracts Korea related Weibo articles and comments in these periods. The author then compares and analyzes the changes of Chinese public opinion in the two periods by comparing the word cloud map of key-words and by analyzing the emotion adjectives. Finally, the author summarizes the influence of Korean public health diplomacy on Chinese public opinion. The study shows that Korea's public health diplomacy is well-timed, the participators are diversified, and the effect is obvious. South Korea has provided China with both material and spiritual assistance, and expressed the sincere hope that China overcome the epidemic soon, and delivered sincere feelings of being a friendly neighboring country. Korea's public health diplomacy has not only brought the two peoples closer, deepened the emotional foundation of the people, but also enhanced the goodwill and trust of the Chinese people towards Korea.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002591711
29,2020.05,코로나바이러스감염증-19 관련 검안 지침: 대한법의학회,,Standard Operating Procedure for Postmortem Inspection in a Focus on Coronavirus Disease-19: The Korean Society for Legal Medicine,박종필(연세대학교),"Coronavirus disease-19 (COVID-19) is a respiratory syndrome caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and emerged in Wuhan, China, in late 2019. It resulted in a worldwide pandemic, and spread through community transmission in the Republic of Korea (ROK). In the ROK, SARS-CoV-2 is categorized as a first-degree infectious disease of the legal communicable disease present. The Korean Society for Legal Medicine (KSLM) is the sole official academic association of forensic professionals in the ROK. As such, this society has played an important role in forensic medicine and science in the ROK. Therefore, KSLM suggests a standard operating procedure for the postmortem inspection in a focus on COVID-19. This article includes the background of this suggested standard operation procedure, basic principles for postmortem inspections of individuals suggested of having an infectious disease, and specific procedures according to the probability level of SARSCoV-2 infection.","Coronavirus disease-19 (COVID-19) is a respiratory syndrome caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and emerged in Wuhan, China, in late 2019. It resulted in a worldwide pandemic, and spread through community transmission in the Republic of Korea (ROK). In the ROK, SARS-CoV-2 is categorized as a first-degree infectious disease of the legal communicable disease present. The Korean Society for Legal Medicine (KSLM) is the sole official academic association of forensic professionals in the ROK. As such, this society has played an important role in forensic medicine and science in the ROK. Therefore, KSLM suggests a standard operating procedure for the postmortem inspection in a focus on COVID-19. This article includes the background of this suggested standard operation procedure, basic principles for postmortem inspections of individuals suggested of having an infectious disease, and specific procedures according to the probability level of SARSCoV-2 infection.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002592302
30,2020.05,코로나19에 맞선 동남아의 대응: 초기 대처과정의 잠정적 함의,,Southeast Asia against COVID-19: Tentative Evaluation and Implications of the Early Response,김희숙(전북대 동남아연구소),"코로나19의 기세가 만만치 않다. 대다수 국가들이 중국으로부터의 유입만 막으면 안전할 거라 생각했지만 코로나19는 파죽지세로 전 세계를 휩쓸어 곧 대유행의 시대를 열었다. 동남아에서도 코로나19는 뒤늦게 맹위를 떨치고 있다. 이에 각국은 외부로부터의 유입 차단에 집중했던 초기 대응책보다 강도 높은 후속대책을 내놓으며 방역에 총력을 기울이는 상황이다.
입국통제와 지역봉쇄, 일련의 거리두기 조치로 요약되는 각국 정부의 코로나19 대응책은 적용 시기와 범위, 강도 면에서 차이가 있었고, 그 결과는 연일 집계되는 확진건수와 사망건수의 차이로 가시화되고 있다. 본 논문은 동남아 각국 정부가 내놓은 코로나19 대응책의 시계열적 변화와 보건의료역량에 대한 비교 검토를 통해 초기대응과 방역 성패 간의 관계를 논의하고자 한다.
베트남과 싱가포르, 브루나이 등의 국가가 이룩한 성과는 방역의 핵심이 감염 확산 전 초기 단계에서의 치밀한 검역과 적극적인 진단, 공중보건의료역량의 신속하고 전면적인 동원임을 말해준다. 반면 조기에 감염 확산을 막지 못한 국가들의 경우 강도 높은 사회통제 조치에 의존한 결과 사회안전망의 위기와 의료체계의 과부하에 따른 사망자 속출 사태에 직면하기에 이르렀다. 코로나19 사태는 감염병대응전략이 보편적 건강보장과 사회안전망의 강화를 위한 노력에 기초해야 한다는 사실을 일깨워주고 있다.
코로나19의 초국적 전개는 감염 확산을 억제하기 위한 국제사회의 공조와 협력을 긴급한 과제로 호출하고 있다. 4월 14일 개최된 아세안+3(한ㆍ중ㆍ일) 특별화상정상회의는 코로나19에 대한 공동대응과 포스트 팬데믹 회복을 위한 국제적 공조의 첫걸음으로 평가할 수 있다. 동아시아가 코로나19 시대의 ‘희망지대’로 부상한 지금이야말로 위기공동대응체계의 실질적 가동을 위한 노력에 박차를 가할 때다.","The government's responses to corona19, which are summarized by immigration control, lockdown, and a series of distance-keeping measures, differ in terms of application time, scope, and intensity, and the results are visualized by the difference in the number of confirmed cases and death toll every day. This paper, focusing on this point, attempts to discuss the relationship between initial response and the success or failure of responses to COVID-19 through a comparative review of the health care capabilities of Southeast Asian countries.
The achievements of countries such as Vietnam, Singapore, and Brunei indicate that the precise quarantine and proactive diagnosis at the 'early stage' before the spread of infection, and the rapid and comprehensive mobilization of public health capabilities are key factors to contain the spreading of virus. On the other hand, countries that failed to prevent the spread of virus at the early stage, belatedly implemented high-intensity social control measures, but faced a death toll spike due to the crisis in the social safety net and the overload of the medical system. The COVID-19 incident reminds us that the infectious disease response strategy should be based on efforts to strengthen universal health coverage system and social safety nets.
The transnational development of COVID-19 calls for international cooperation and coordination to curb the spread of infection as an urgent task. The Special ASEAN+3 (the Republic of Korea, China and Japan) Summit on COVID-19 via videoconference on 14 April, can be evaluated as the first step in international cooperation for joint response to COVID-19 and post-pandemic recovery. Now that East Asia has emerged as the “hope zone” of the COVID-19 era, it is time to accelerate efforts to put the joint crisis response system into action.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002591723
